a,[fær]
a,[afbrigðilegur]
a,[fjarstaddur]
a,[fullkomlegur]
a,[óhlutbundinn]
a,[ríkulegur]
a,[bóklegur]
a,[ásættanlegur]
a,[aðgengilegur]
a,[nákvæmur]
a,[virkur]
a,[oddhvass]
a,[háður]
a,[nægjanlegur]
a,[fagurfræðilegur]
a,[hræddur]
a,[ágengur]
a,[fimur]
a
a,[vökull]
a,[lifandi]
a,[fálátur]
a,[gulbrúnn]
a,[tvíræður]
a,[metnaðargjarn]
a,[ríflegur]
a,[reiður]
a,[árlegur]
a,[nafnlaus]
a,[hagnýtur]
a,[tilhlýðilegur]
a
a,[fornleifafræðilegur]
a,[hrokafullur]
a,[gervi]
a,[listrænn]
a,[sneyptur]
a,[sofandi]
a,[skeleggur]
a,[undraverður]
a,[aðlaðandi]
a,[sjálfkrafa]
a,[laus]
a
a,[meðvitandi]
a,[agalegur]
a
a,[vondur]
a,[lélegur]
a,[skemmdur]
a,[jafnvægur]
a,[sköllóttur]
a,[ber]
a,[grundvallar-]
a,[fallegur]
a,[bitur]
a,[beiskur]
a,[svartur]
a,[svartur]
a,[bragðlítill]
a,[auður]
a,[blindur]
a,[ljóshærður]
a,[blóðugur]
a,[frakkur]
a,[hugaður]
a,[brotinn]
a,[brúnn]
a,[skrifræðis-]
a,[upptekinn]
a,[megnugur]
a,[gætinn]
a,[aðgætinn]
a,[miðlægur]
a,[viss]
a,[einkennandi]
a,[gæddur
a,[ódýr]
a,[kátur]
a,[barnalegur]
a,[þrálátur]
a,[borgarlegur]
a,[óbreyttur
a,[sígildur]
a,[hreinn]
a,[heiður]
a,[augljós]
a,[náinn]
a,[nálægur]
a,[lokaður]
a,[kaldur]
a,[kaldlyndur]
a
a,[litríkur]
a,[þægilegur]
a,[verslunar-]
a,[algengur]
a,[sameiginlegur]
a,[sameiginlegur]
a,[sambærilegur]
a,[samrýmanlegur]
a,[hæfur]
a
a,[fullbúinn]
a,[flókinn]
a,[yfirgripsmikill]
a,[hlutkenndur]
a,[öruggur]
a,[meðvitaður]
a,[íhaldssamur]
a,[allverulegur]
a,[umtalsverður]
a,[sífelldur]
a,[stöðugur]
a,[stjórnskipulegur]
a,[uppbyggjandi]
a,[ásáttur]
a,[heimsálfu-]
a,[samfelldur]
a,[umdeildur]
a,[handhægur]
a,[vanabundinn]
a,[svalur]
a,[kuldalegur]
a
a,[fyrirtækis-]
a,[gagnrýninn]
a,[alvarlegur]
a,[þýðingarmikill]
a,[óunninn]
a,[grófur]
a,[grimmur]
a
a
a
a,[sætur]
a,[daglegur]
a,[hættulegur]
a
a,[látinn]
a,[lífshættulegur]
a,[heyrnarlaus]
a,[afgerandi]
a,[skrautlegur]
a,[djúpur]
a,[nákvæmur]
a,[fínlegur]
a,[veikbyggður]
a,[lýðræðislegur]
a,[ósjálfstæður]
a,[ákjósanlegur]
a,[ólíkur]
a,[erfiður]
a
a,[háttvís]
a,[tæpitungulaus]
a,[óhreinn]
a,[klúr]
a,[þagmælskur]
a,[fjarlægur]
a,[skýr]
a,[innanríkis-]
a,[heimilis-]
a,[allsráðandi]
a
a,[þurr]
a
a,[sljór]
a,[leiðinlegur]
a,[hreyfifræðilegur]
a,[ákafur]
a,[snemmbúinn]
a,[auðveldur]
a,[efnahagslegur]
a,[menntunar-]
a,[áhrifaríkur]
a,[skilvirkur]
a
a,[glæsilegur]
a,[liðtækur]
a,[mælskur]
a,[tilfinningalegur]
a,[raunvísindalegur]
a,[tómur]
a,[hvetjandi]
a,[ánægjulegur]
a,[fullur
a
a,[jafn]
a,[grundvallar-]
a,[stofnað]
a,[eilífur]
a,[siðfræðilegur]
a,[þjóðlegur]
a,[jafn]
a,[jafn]
a,[nákvæmur]
a,[spenntur]
a,[spennandi]
a,[einskorðaður]
a,[framandi]
a,[undarlegur]
a,[væntanlegur]
a,[dýr]
a,[reyndur]
a,[tilrauna-]
a,[skýr]
a,[hraður]
a,[utanverður]
a,[útdauður]
a,[óvenjulegur]
a,[sanngjarn]
a,[trúr]
a,[rangur]
a,[kunnuglegur]
a,[fjarlægur]
a,[nýtískulegur]
a,[hraður]
a,[vandfýsinn]
a,[feitur]
a,[hagstæður]
a
a,[kvenlegur]
a,[fjárhags]
a,[fínn]
a,[lokinn]
a,[búinn
a,[fyrstur]
a,[milliliðalaus]
a
a,[gallaður]
a,[liðugur]
a,[heimskulegur]
a,[formlegur]
a,[framarlegur]
a,[ilmandi]
a,[hreinskilinn]
a,[frjáls]
a,[ókeypis]
a,[laus]
a,[tíður]
a,[ferskur]
a,[hortugur]
a,[vingjarnlegur]
a,[frosinn]
a
a
a,[saddur]
a,[gangfær]
a,[fyndinn]
a,[almennur]
a,[gjafmildur]
a
a,[ósvikinn]
a
a,[glaður]
a,[dýrlegur]
a,[hagstæður]
a,[góður]
a,[jafn]
a,[mikilfenglegur]
a
a,[myndrænn]
a,[þakklátur]
a,[frábær]
a,[risa-]
a,[grænn]
a,[félagslyndur]
a,[nærtækur]
a,[hamingjusamur]
a,[harður]
a,[skaðlegur]
a,[hörkulegur]
a,[heilbrigður]
a
a,[hjálplegur]
a,[bjargarlaus]
a,[hár]
a,[kostulegur]
a,[sagnfræðilegur]
a,[heilagur]
a,[samkynhneigður]
a,[heiðarlegur]
a,[heiðvirður]
a,[láréttur]
a,[fjandsamlegur]
a,[heitur]
a,[ákafur]
a,[risastór]
a,[mennskur]
a,[svangur]
a,[fáfróður]
a,[ólöglegur]
a,[ónæmur]
a
a,[óljós]
a,[mikilvægur]
a,[ómögulegur]
a,[tilkomumikill]
a,[ófullnægjandi]
a,[óviðeigandi]
a,[getulaus]
a,[óviðeigandi]
a,[lygilegur]
a,[sjálfstæður]
a,[innfæddur]
a
a,[innanhúss]
a,[iðnaðar-]
a,[óhjákvæmilegur]
a,[óendanlegur]
a,[áhrifamikill]
a
a,[innri]
a,[saklaus]
a,[ónógur]
a,[samþáttað]
a,[vitsmunalegur]
a,[ákafur]
a,[víxlverkandi]
a,[áhugaverður]
a,[milli-]
a,[innvortis]
a,[alþjóðlegur]
a,[ósýnilegur]
a,[óviðkomandi]
a,[afbrýðisamur]
a,[sameiginlegur]
a
a
a,[réttlátur]
a,[vænn]
a,[stæðilegur]
a,[síðastur]
a,[seinn]
a,[nýjastur]
a,[latur]
a,[vinstri]
a,[lagalegur]
a,[löggjafar-]
a,[frjálslyndur]
a
a,[ljós]
a,[ljós]
a,[líklegur]
a,[takmarkaður]
a
a,[vökvi]
a
a
a,[líflegur]
a,[rökréttur]
a,[einmana]
a,[langur]
a,[langur]
a,[laus]
a,[týndur]
a
a,[hávær]
a,[lágur]
a,[þunglyndur]
a,[tryggur]
a,[heppinn]
a,[segulmagnaður]
a,[aðal-]
a,[stórfelldur]
a,[fullveðja]
a
a,[sjávar-]
a,[giftur]
a
a,[þroskaður]
a,[þroskaður]
a,[hámark]
a,[þýðingarmikill]
a,[vélrænn]
a
a,[eftirminnilegur]
a
a
a,[mildur]
a,[her-]
a
a,[minniháttar]
a,[auvirðilegur]
a,[hreyfanlegur]
a,[nútíma-]
a,[hógvær]
a,[sameindar-]
a,[ferlegur]
a,[afskræmdur]
a
a,[siðferðilegur]
a,[átakanlegur]
a
a,[sveitafélaga-]
a,[músíkalskur]
a,[gagnkvæmur]
a,[þröngur]
a,[þröngsýnn]
a
a,[innfæddur]
a,[nauðsynlegur]
a
a,[neikvæður]
a,[taugastrekktur]
a,[fælinn]
a,[hlutlaus]
a,[nýr]
a
a,[indæll]
a,[göfuglyndur]
a,[tiginn]
a,[hnýsinn]
a,[eðlilegur]
a,[illræmdur]
a,[kjarnorku-]
a,[spikfeitur]
a,[hlutlægur]
a,[torskilinn]
a,[augljós]
a,[atvinnu-]
a,[furðulegur]
a,[ónotalegur]
a,[árásar-]
a,[opinber
a,[gamall]
a,[opinn]
a,[opinn]
a,[starfs-]
a,[andvígur]
a,[bjartsýnn]
a
a
a,[venjulegur]
a
a,[upprunalegur]
a,[viðtekinn]
a,[annar]
a,[ytri]
a
a,[sársaukafullur]
a,[samhliða]
a,[lamaður]
a
a
a,[vandur]
a,[sérstakur]
a,[ástríðufullur]
a,[aðgerðalaus]
a,[liðinn]
a,[þolinmóður]
a,[friðsamlegur]
a,[fullkominn]
a,[varanlegur]
a,[þrálátur]
a,[persónulegur]
a,[smásálarlegur]
a,[heimspekilegur]
a,[líkamlegur]
a,[fábrotinn]
a,[viðkunnanlegur]
a,[kurteis]
a,[pólitískur]
a,[fátækur]
a,[vinsæll]
a,[flytjanlegur]
a,[jákvæður]
a,[mögulegur]
a,[valdamikill]
a,[hagnýtur]
a,[hagsýnn]
a,[nákvæmur]
a
a,[ófrísk]
a,[ótímabær]
a
a,[viðstaddur]
a,[forseta-]
a,[aðal-]
a,[einka-]
a,[forréttinda-]
a,[skapandi]
a,[faglegur]
a,[spekingslegur]
a,[framsækinn]
a,[langvarandi]
a,[almennilegur]
a,[hlutfallslegur]
a
a
a,[almennings-]
a,[tær]
a,[ósvikinn]
a,[hæfur]
a,[megindlegur]
a,[þögull]
a,[hljóður]
a,[kynþátta-]
a
a,[sjaldgæfur]
a,[vitænn]
a,[hrár]
a,[tilbúinn]
a,[raunverulegur]
a,[ekta]
a,[raunsær]
a,[hæfilegur]
a,[fljótfær]
a,[staðbundinn]
a,[reglulegur]
a,[skyldur]
a,[tengdur]
a,[afstæður]
a,[viðeigandi]
a,[óbrigðull]
a,[trúaður]
a,[fulltrúa-]
a,[búsettur]
a,[íbúðar-]
a,[virðulegur]
a,[áreiðanlegur]
a,[eirðarlaus]
a,[takmarkaður]
a,[hættur
a,[byltingar-]
a,[ríkur]
a,[rétt]
a
a,[rotinn]
a,[ömurlegur]
a,[grófur]
a,[kringlóttur]
a,[sveita-]
a,[heilagur]
a,[sorgmæddur]
a,[öruggur]
a,[sómasamlegur]
a,[sáttur]
a,[vísindalegur]
a
a
a,[minniháttar]
a,[veraldlegur]
a,[verndaður]
a,[eldri]
a,[viðkvæmur]
a,[aðskilinn]
a,[alvarlegur]
a
a
a,[grunnhygginn]
a,[beittur]
a,[lágvaxinn]
a,[skammur]
a,[feiminn]
a,[veikur]
a,[svipaður]
a,[einhleypur]
a,[stakur]
a,[fær]
a,[háll]
a,[hægur]
a,[lávaxinn]
a,[klár]
a,[sléttur]
a,[félagslegur]
a,[þjóðfélagslegur]
a,[mjúkur]
a,[hljóðlegur]
a
a,[sól-]
a,[fastur]
a,[gegnheill]
a,[fágaður]
a,[gallalaus]
a,[súr]
a,[rúm-]
a,[tilgreindur]
a,[sjálfkrafa]
a,[ferhyrndur]
a,[stöðugur]
a,[staðlaður]
a,[tölfræðilegur]
a,[stöðugur]
a
a,[límugur]
a,[mollulegur]
a,[lygn]
a,[heiðarlegur]
a,[beinn]
a,[skrítinn]
a,[herstjórnarlegur]
a,[strangur]
a,[sterkur]
a,[sterkur]
a,[ákveðinn]
a,[öruggur]
a,[formgerðar-]
a,[þrár]
a,[undurfagur]
a,[vitlaus]
a,[huglægur]
a,[eftirfarandi]
a,[árangursríkur]
a,[sviplegur]
a,[nægur]
a,[æðri]
a,[viðbótar-]
a,[hissa]
a,[óvæntur]
a,[sætur]
a,[geðfelldur]
a,[skipulegur]
a,[hæfileikaríkur]
a,[málgefinn]
a,[hávaxinn]
a,[ljúffengur]
a,[tæknilegur]
a,[tímabundinn]
a,[meyr]
a,[blíður]
a,[strekktur]
a,[taugastrekktur]
a,[enda-]
a,[digur]
a,[þéttur]
a,[grannur]
a
a,[hugulsamur]
a,[snyrtilegur]
a,[þröngur]
a,[þreyttur]
a,[umburðarlyndur]
a,[harður]
a,[harður]
a,[eitraður]
a,[hefðbundinn]
a,[gegnsær]
a,[ómerkilegur]
a
a,[sannur]
a,[dæmigerður]
a,[ljótur]
a,[endanlegur]
a,[einróma]
a,[óvar]
a,[óþægilegur]
a,[órólegur]
a,[atvinnulaus]
a,[óvæntur]
a,[ósanngjarn]
a,[ólánsamur]
a
a,[dæmalaus]
a
a,[ólöglegur]
a,[ójafn]
a,[ólíklegur]
a,[ónotalegur]
a,[þéttbýlis-]
a,[gagnlegur]
a,[gagnslaus]
a,[venjulegur]
a,[laus]
a,[óljós]
a,[hégómlegur]
a,[gildur]
a,[dýrgripur]
a,[margvíslegur]
a,[munnlegur]
a,[lóðréttur]
a,[lífvænn]
a,[grimmur]
a,[þrekmikill]
a,[ofbeldisfullur]
a,[sýnilegur]
a,[sjón-]
a,[starfs-]
a,[sjálfboða]
a,[viðkvæmur]
a,[hlýr]
a,[hlýr]
a,[veikburða]
a
a,[velkominn]
a,[hraustur]
a,[blautur]
a,[hvítur]
a
a,[heill]
a,[villtur]
a,[ólmur]
a,[spakur]
a,[skrifaður]
a,[rangur]
a,[rangur]
a,[ungur]
n,[klaustur]
n,[geta]
n
n,[fjarvera]
n
n,[ísog]
n
n,[misnotkun]
n,[skítkast]
n,[akademía]
n,[hreimur]
n,[viðurkenning]
n,[aðgangur]
n,[aðgangur]
n,[tilviljun]
n,[slys]
n,[útskýring]
n,[reikningur]
n,[bókari]
n,[samsafn]
n,[afrek]
n
n,[kunningsskapur]
n,[kunningi]
n,[fengur]
n,[gjörningur]
n
n,[tilhlutun]
